CHEMBL_ID	TID	PREF_NAME	PROTEIN_ACCESSION	TARGET_TYPE	ORGANISM	COMPOUNDS	ENDPOINTS
CHEMBL3885627	117171	Protein kinase C iota type/zeta type	P41743, Q05513	PROTEIN FAMILY	Homo sapiens	1	1
CHEMBL3883304	117017	Aurora kinase A/Targeting protein for Xklp2	O14965, Q9ULW0	PROTEIN COMPLEX	Homo sapiens	22	22
CHEMBL2292	12090	Dual-specificity tyrosine-phosphorylation regulated kinase 1A	Q13627	SINGLE PROTEIN	Homo sapiens	2753	3415
CHEMBL2345	12724	Ribosomal protein S6 kinase alpha 3	P51812	SINGLE PROTEIN	Homo sapiens	2380	3560
CHEMBL2508	10480	Cyclin-dependent kinase 6	Q00534	SINGLE PROTEIN	Homo sapiens	809	1492
CHEMBL2534	10612	3-phosphoinositide dependent protein kinase-1	O15530	SINGLE PROTEIN	Homo sapiens	2624	3865
CHEMBL1844	12840	Macrophage colony stimulating factor receptor	P07333	SINGLE PROTEIN	Homo sapiens	2855	3960
CHEMBL203	9	Epidermal growth factor receptor erbB1	P00533	SINGLE PROTEIN	Homo sapiens	10990	20965
CHEMBL1955	11752	Vascular endothelial growth factor receptor 3	P35916	SINGLE PROTEIN	Homo sapiens	1958	2756
CHEMBL1991	10752	Inhibitor of nuclear factor kappa B kinase beta subunit	O14920	SINGLE PROTEIN	Homo sapiens	2995	4833
CHEMBL2068	30008	Ephrin type-A receptor 2	P29317	SINGLE PROTEIN	Homo sapiens	1996	2684
CHEMBL2134	10006	Cyclin-dependent kinase 4	P30285	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL2147	10839	Serine/threonine-protein kinase PIM1	P11309	SINGLE PROTEIN	Homo sapiens	6233	8841
CHEMBL3234	11785	Tyrosine-protein kinase HCK	P08631	SINGLE PROTEIN	Homo sapiens	1199	2212
CHEMBL2695	11242	Focal adhesion kinase 1	Q05397	SINGLE PROTEIN	Homo sapiens	2760	4206
CHEMBL2939	11081	MAP kinase p38 delta	O15264	SINGLE PROTEIN	Homo sapiens	1680	2317
CHEMBL3886	20007	Mixed lineage kinase 7	Q9NYL2	SINGLE PROTEIN	Homo sapiens	763	807
CHEMBL3357	19623	Interleukin-1 receptor-associated kinase 1	P51617	SINGLE PROTEIN	Homo sapiens	970	1171
CHEMBL3424	10879	Protein kinase C epsilon	P09216	SINGLE PROTEIN	Rattus norvegicus	2	2
CHEMBL3587	11409	Dual specificity mitogen-activated protein kinase kinase 1	Q02750	SINGLE PROTEIN	Homo sapiens	2292	3334
CHEMBL3980	30005	Serine/threonine-protein kinase 17B	O94768	SINGLE PROTEIN	Homo sapiens	229	349
CHEMBL3988	30021	Ephrin type-A receptor 4	P54764	SINGLE PROTEIN	Homo sapiens	735	1356
CHEMBL4004	11361	Phosphorylase kinase gamma subunit 1	Q16816	SINGLE PROTEIN	Homo sapiens	517	952
CHEMBL4084	20072	Cyclin-dependent kinase 1	P11440	SINGLE PROTEIN	Mus musculus	7	7
CHEMBL4101	11969	cAMP-dependent protein kinase alpha-catalytic subunit	P17612	SINGLE PROTEIN	Homo sapiens	2117	2878
CHEMBL4267	100075	TGF-beta receptor type II	P37173	SINGLE PROTEIN	Homo sapiens	202	302
CHEMBL4362	100419	Tyrosine-protein kinase FGR	Q6P6U0	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL4365	100422	Tyrosine-protein kinase CSK	P32577	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL4487	100071	Serine/threonine-protein kinase PAK 2	Q13177	SINGLE PROTEIN	Homo sapiens	853	1471
CHEMBL4526	30046	Ephrin type-A receptor 6	Q9UF33	SINGLE PROTEIN	Homo sapiens	133	195
CHEMBL4599	30023	Tyrosine kinase non-receptor protein 2	Q07912	SINGLE PROTEIN	Homo sapiens	1522	2581
CHEMBL4849	100836	Serine/threonine-protein kinase NEK7	Q8TDX7	SINGLE PROTEIN	Homo sapiens	728	1358
CHEMBL4937	10967	Casein kinase I epsilon	P49674	SINGLE PROTEIN	Homo sapiens	553	643
CHEMBL4992	11716	Protein kinase C eta	P23298	SINGLE PROTEIN	Mus musculus	5	5
CHEMBL5047	101048	Serine/threonine-protein kinase ULK3	Q6PHR2	SINGLE PROTEIN	Homo sapiens	274	448
CHEMBL5198	100833	Mitogen-activated protein kinase 15	Q8TD08	SINGLE PROTEIN	Homo sapiens	220	290
CHEMBL5199	100846	Tyrosine-protein kinase TIE-2	Q02858	SINGLE PROTEIN	Mus musculus	3	5
CHEMBL5222	101120	Tyrosine-protein kinase ABL2	Q4JIM5	SINGLE PROTEIN	Mus musculus	9	9
CHEMBL5116	101073	Putative uncharacterized serine/threonine-protein kinase SgK110	P0C264	SINGLE PROTEIN	Homo sapiens	87	94
CHEMBL5122	101079	Discoidin domain-containing receptor 2	Q16832	SINGLE PROTEIN	Homo sapiens	747	1419
CHEMBL5258	30031	CaM kinase I gamma	Q96NX5	SINGLE PROTEIN	Homo sapiens	267	332
CHEMBL5332	100949	Mitogen-activated protein kinase 7	Q13164	SINGLE PROTEIN	Homo sapiens	143	205
CHEMBL5547	101226	Ankyrin repeat and protein kinase domain-containing protein 1	Q8NFD2	SINGLE PROTEIN	Homo sapiens	96	134
CHEMBL1075155	103095	Serine/threonine-protein kinase 38	Q15208	SINGLE PROTEIN	Homo sapiens	237	253
CHEMBL5789	101552	Cyclin-dependent kinase-like 1	Q00532	SINGLE PROTEIN	Homo sapiens	224	234
CHEMBL1075173	103114	Serine/threonine-protein kinase WNK1	Q9H4A3	SINGLE PROTEIN	Homo sapiens	35	37
CHEMBL5627	101484	Leukocyte tyrosine kinase receptor	P29376	SINGLE PROTEIN	Homo sapiens	872	1308
CHEMBL5642	102475	Activin receptor type-1C	Q8NER5	SINGLE PROTEIN	Homo sapiens	14	29
CHEMBL1075098	103148	Insulin-like growth factor 1 receptor	P24062	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL5684	101282	Muscle, skeletal receptor tyrosine protein kinase	O15146	SINGLE PROTEIN	Homo sapiens	686	1280
CHEMBL1163124	103453	Mitogen-activated protein kinase kinase kinase 13	O43283	SINGLE PROTEIN	Homo sapiens	84	90
CHEMBL5914	102711	Mitogen-activated protein kinase kinase kinase 2	Q9Y2U5	SINGLE PROTEIN	Homo sapiens	122	129
CHEMBL1075215	102911	RAC-alpha serine/threonine-protein kinase	P47196	SINGLE PROTEIN	Rattus norvegicus	6	8
CHEMBL5961	101390	Ephrin type-B receptor 2	P54763	SINGLE PROTEIN	Mus musculus	6	6
CHEMBL6000	101405	Serine/threonine-protein kinase RIO2	Q9BVS4	SINGLE PROTEIN	Homo sapiens	284	338
CHEMBL6030	102669	Eukaryotic translation initiation factor 2-alpha kinase 3	Q9NZJ5	SINGLE PROTEIN	Homo sapiens	281	537
CHEMBL6149	102770	Serine/threonine-protein kinase SIK3	Q9Y2K2	SINGLE PROTEIN	Homo sapiens	91	99
CHEMBL4708	10277	Serine/threonine-protein kinase MST2	Q13188	SINGLE PROTEIN	Homo sapiens	1733	2395
CHEMBL1293259	103692	Ephrin type-A receptor 4	Q03137	SINGLE PROTEIN	Mus musculus	134	268
CHEMBL3116	11626	Cyclin-dependent kinase 9	P50750	SINGLE PROTEIN	Homo sapiens	1274	1828
CHEMBL2096663	104818	Pyruvate dehydrogenase kinase	B5DFI9, O54937, Q63065, Q64536	PROTEIN FAMILY	Rattus norvegicus	141	250
CHEMBL1163126	103455	Serine/threonine-protein kinase ICK	Q9UPZ9	SINGLE PROTEIN	Homo sapiens	91	97
CHEMBL2095942	104808	Cyclin-dependent kinase 4/cyclin D	P11802, P24385, P30279, P30281	PROTEIN COMPLEX	Homo sapiens	158	167
CHEMBL2111288	104911	Cyclin-dependent kinase 7/ cyclin H	P50613, P51946	PROTEIN COMPLEX	Homo sapiens	374	566
CHEMBL2094128	104710	Cyclin-dependent kinase 2/cyclin A	P20248, P24941, P78396	PROTEIN COMPLEX	Homo sapiens	1826	2150
CHEMBL2111387	105079	NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor)	P06748, Q9UM73	PROTEIN COMPLEX	Homo sapiens	49	76
CHEMBL2111414	104922	Tyrosine-protein kinase ABL	P00519, P42684	PROTEIN FAMILY	Homo sapiens	254	309
CHEMBL2111440	104956	VEGF-receptor 2 and PDGF-receptor beta (KDR and PDGFR beta)	P09619, P35968	SELECTIVITY GROUP	Homo sapiens	25	25
CHEMBL1795111	104191	BDNF/NT-3 growth factors receptor	Q63604	SINGLE PROTEIN	Rattus norvegicus	71	124
CHEMBL1795115	104195	Calcium/calmodulin-dependent protein kinase kinase 2	O88831	SINGLE PROTEIN	Rattus norvegicus	3	3
CHEMBL1932898	104402	Syk protein	Q6P1E0	SINGLE PROTEIN	Mus musculus	39	39
CHEMBL1907600	104294	Cyclin-dependent kinase 5/CDK5 activator 1	Q00535, Q15078	PROTEIN COMPLEX	Homo sapiens	2183	2881
CHEMBL1907602	104296	Cyclin-dependent kinase 1/cyclin B1	P06493, P14635	PROTEIN COMPLEX	Homo sapiens	1152	1466
CHEMBL4282	12666	Serine/threonine-protein kinase AKT	P31749	SINGLE PROTEIN	Homo sapiens	5752	8605
CHEMBL2185	10781	Serine/threonine-protein kinase Aurora-B	Q96GD4	SINGLE PROTEIN	Homo sapiens	3929	5436
CHEMBL3301390	108404	JAK1/JAK2/TYK2	O60674, P23458, P29597	PROTEIN COMPLEX	Homo sapiens	8	13
CHEMBL4722	20014	Serine/threonine-protein kinase Aurora-A	O14965	SINGLE PROTEIN	Homo sapiens	5630	7781
CHEMBL3038452	107878	AMPK alpha1/beta1/gamma3	Q13131, Q9UGI9, Q9Y478	PROTEIN COMPLEX	Homo sapiens	1	1
CHEMBL3038500	107926	MAST1/MAST2	Q6P0Q8, Q9Y2H9	PROTEIN FAMILY	Homo sapiens	6	6
CHEMBL3038503	107929	p38 delta/gamma	O15264, P53778	PROTEIN FAMILY	Homo sapiens	17	17
CHEMBL3438	10216	Protein kinase C zeta	Q05513	SINGLE PROTEIN	Homo sapiens	1490	2085
CHEMBL4816	10696	Serine/threonine-protein kinase AKT3	Q9Y243	SINGLE PROTEIN	Homo sapiens	1788	2461
CHEMBL5819	101349	Serine/threonine-protein kinase Nek4	P51957	SINGLE PROTEIN	Homo sapiens	706	717
CHEMBL5678	102420	G protein-coupled receptor kinase 5	P34947	SINGLE PROTEIN	Homo sapiens	675	856
CHEMBL3308999	109135	Aurora kinase B	Q9VKN7	SINGLE PROTEIN	Drosophila melanogaster	1	1
CHEMBL2331049	105645	Vascular endothelial growth factor receptor 2	Q5GIT4	SINGLE PROTEIN	Danio rerio	39	67
CHEMBL3608	11784	Epidermal growth factor receptor erbB1	Q01279	SINGLE PROTEIN	Mus musculus	64	74
CHEMBL3822350	116814	Receptor-interacting serine/threonine-protein kinase 2	G3V783	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL3721302	116670	G protein-coupled receptor kinase 5	Q8VEB1	SINGLE PROTEIN	Mus musculus	7	36
CHEMBL3784911	116773	Receptor-interacting serine/threonine-protein kinase 1	Q60855	SINGLE PROTEIN	Mus musculus	3	7
CHEMBL3734644	116684	Serine/threonine-protein kinase STK11	Q9WTK7	SINGLE PROTEIN	Mus musculus	1	4
CHEMBL3885535	117079	Calmodulin/Proto-oncogene tyrosine-protein kinase Src	P0DP23, P12931	PROTEIN-PROTEIN INTERACTION	Homo sapiens	2	2
CHEMBL3885553	117097	Cyclin-dependent kinase 4/6	P11802, Q00534	PROTEIN FAMILY	Homo sapiens	4	7
CHEMBL3885629	117173	RAC-alpha serine/threonine-protein kinase/Ribosomal protein S6 kinase beta-1	P23443, P31749	PROTEIN FAMILY	Homo sapiens	1	2
CHEMBL3885636	117180	Serine/threonine-protein kinase PAK 1/PAK 2	Q13153, Q13177	PROTEIN FAMILY	Homo sapiens	18	18
CHEMBL3885645	117189	Transcription factor ETV6/Tyrosine-protein kinase ABL1	P00519, P41212	CHIMERIC PROTEIN	Homo sapiens	41	41
CHEMBL3883317	117030	B-raf/RAF proto-oncogene serine/threonine-protein kinase	P04049, P15056	PROTEIN FAMILY	Homo sapiens	6	20
CHEMBL3879860	116985	Rhodopsin kinase	P28327	SINGLE PROTEIN	Bos taurus	7	9
CHEMBL2343	12718	Serine/threonine-protein kinase Sgk1	O00141	SINGLE PROTEIN	Homo sapiens	1157	1913
CHEMBL301	11678	Cyclin-dependent kinase 2	P24941	SINGLE PROTEIN	Homo sapiens	4479	6615
CHEMBL2431	10695	Serine/threonine-protein kinase AKT2	P31751	SINGLE PROTEIN	Homo sapiens	2717	3969
CHEMBL1936	238	Stem cell growth factor receptor	P10721	SINGLE PROTEIN	Homo sapiens	2970	7426
CHEMBL2207	11080	MAP kinase ERK2	P63085	SINGLE PROTEIN	Mus musculus	527	1068
CHEMBL3187	10803	Insulin receptor	P15208	SINGLE PROTEIN	Mus musculus	64	69
CHEMBL2938	10880	Protein kinase C gamma	P05129	SINGLE PROTEIN	Homo sapiens	1704	2376
CHEMBL2968	10920	Tyrosine-protein kinase JAK1	P52332	SINGLE PROTEIN	Mus musculus	7	9
CHEMBL2999	11908	Serine/threonine-protein kinase PAK 3	O75914	SINGLE PROTEIN	Homo sapiens	698	1313
CHEMBL3861	10899	Pyruvate dehydrogenase kinase isoform 2	Q15119	SINGLE PROTEIN	Homo sapiens	656	1378
CHEMBL3920	12665	Protein kinase C theta	Q04759	SINGLE PROTEIN	Homo sapiens	1804	2505
CHEMBL3516	12413	Vascular endothelial growth factor receptor 1	P35969	SINGLE PROTEIN	Mus musculus	60	60
CHEMBL3717	11451	Hepatocyte growth factor receptor	P08581	SINGLE PROTEIN	Homo sapiens	5778	8573
CHEMBL3981	30006	Serine/threonine-protein kinase 10	O94804	SINGLE PROTEIN	Homo sapiens	775	1456
CHEMBL3987	30019	Ephrin type-A receptor 5	P54756	SINGLE PROTEIN	Homo sapiens	327	571
CHEMBL4175	11868	Tyrosine-protein kinase CTK	P42679	SINGLE PROTEIN	Homo sapiens	582	602
CHEMBL4637	100074	AMP-activated protein kinase, alpha-2 subunit	Q09137	SINGLE PROTEIN	Rattus norvegicus	41	93
CHEMBL4670	100834	MAP kinase-activated protein kinase 3	Q16644	SINGLE PROTEIN	Homo sapiens	1436	2023
CHEMBL4674	12983	MAP kinase p38 gamma	P53778	SINGLE PROTEIN	Homo sapiens	1806	2563
CHEMBL4718	100835	MAP kinase-interacting serine/threonine-protein kinase MNK1	Q9BUB5	SINGLE PROTEIN	Homo sapiens	815	1279
CHEMBL4519	100849	Serine/threonine-protein kinase PLK1	P70032	SINGLE PROTEIN	Xenopus laevis	1	2
CHEMBL4575	100851	Dual-specificity tyrosine-phosphorylation regulated kinase 3	O43781	SINGLE PROTEIN	Homo sapiens	706	741
CHEMBL4578	100854	Maternal embryonic leucine zipper kinase	Q14680	SINGLE PROTEIN	Homo sapiens	2070	3571
CHEMBL5095	101069	Wee1-like protein kinase 2	P0C1S8	SINGLE PROTEIN	Homo sapiens	86	92
CHEMBL4853	30050	Mitogen-activated protein kinase kinase kinase 4	Q9Y6R4	SINGLE PROTEIN	Homo sapiens	129	187
CHEMBL4895	100410	Tyrosine-protein kinase receptor UFO	P30530	SINGLE PROTEIN	Homo sapiens	1572	2311
CHEMBL4899	100414	Mitogen-activated protein kinase kinase kinase 8	P41279	SINGLE PROTEIN	Homo sapiens	360	419
CHEMBL4974	11645	HPr kinase	O34483	SINGLE PROTEIN	Bacillus subtilis (strain 168)	52	97
CHEMBL5026	20015	Serine/threonine-protein kinase EEF2K	O00418	SINGLE PROTEIN	Homo sapiens	787	1018
CHEMBL5036	20158	cGMP-dependent protein kinase	Q8MMZ8	SINGLE PROTEIN	Eimeria tenella	259	275
CHEMBL5081	101055	Interleukin-1 receptor-associated kinase 3	Q9Y616	SINGLE PROTEIN	Homo sapiens	110	148
CHEMBL5233	100895	Mitogen-activated protein kinase 1	P63086	SINGLE PROTEIN	Rattus norvegicus	34	39
CHEMBL5166	100107	Tyrosine-protein kinase V-ABL	P00521	SINGLE PROTEIN	Abelson murine leukemia virus	52	68
CHEMBL5175	100132	Casein kinase I delta	Q9DC28	SINGLE PROTEIN	Mus musculus	1	4
CHEMBL5257	30030	Serine/threonine-protein kinase NEK9	Q8TD19	SINGLE PROTEIN	Homo sapiens	532	966
CHEMBL5316	100914	Serine/threonine-protein kinase PCTAIRE-3	Q07002	SINGLE PROTEIN	Homo sapiens	104	142
CHEMBL5331	100948	Proto-oncogene tyrosine-protein kinase MER	Q12866	SINGLE PROTEIN	Homo sapiens	952	2035
CHEMBL5405	101180	Serine/threonine-protein kinase 32C	Q86UX6	SINGLE PROTEIN	Homo sapiens	129	168
CHEMBL5546	101225	Myosin IIIA	Q8NEV4	SINGLE PROTEIN	Homo sapiens	94	132
CHEMBL5773	101321	Focal adhesion kinase 1	O35346	SINGLE PROTEIN	Rattus norvegicus	2	18
CHEMBL5790	101553	Serine/threonine-protein kinase PCTAIRE-2	Q00537	SINGLE PROTEIN	Homo sapiens	100	138
CHEMBL5794	101557	Serine/threonine-protein kinase Sgk2	Q9HBY8	SINGLE PROTEIN	Homo sapiens	1321	1871
CHEMBL5570	101021	Macrophage colony-stimulating factor 1 receptor	P09581	SINGLE PROTEIN	Mus musculus	307	437
CHEMBL5604	101030	Dual specificity testis-specific protein kinase 1	Q15569	SINGLE PROTEIN	Homo sapiens	147	190
CHEMBL5606	101032	Serine/threonine-protein kinase 11	Q15831	SINGLE PROTEIN	Homo sapiens	361	580
CHEMBL5638	102473	Serine/threonine-protein kinase Nek11	Q8NG66	SINGLE PROTEIN	Homo sapiens	247	418
CHEMBL5679	102421	Serine/threonine-protein kinase Nek3	P51956	SINGLE PROTEIN	Homo sapiens	247	418
CHEMBL5703	101508	Tyrosine-protein kinase Srms	Q9H3Y6	SINGLE PROTEIN	Homo sapiens	953	1375
CHEMBL5719	101300	Cell division protein kinase 8	P49336	SINGLE PROTEIN	Homo sapiens	707	767
CHEMBL5753	101316	Uncharacterized aarF domain-containing protein kinase 4	Q96D53	SINGLE PROTEIN	Homo sapiens	117	175
CHEMBL5901	101596	Cell division protein kinase 5	Q03114	SINGLE PROTEIN	Rattus norvegicus	15	15
CHEMBL5907	101602	Serine/threonine-protein kinase LATS2	Q9NRM7	SINGLE PROTEIN	Homo sapiens	100	138
CHEMBL5938	101610	Serine/threonine-protein kinase PLK2	Q9NYY3	SINGLE PROTEIN	Homo sapiens	472	692
CHEMBL6006	101411	Serine/threonine-protein kinase ULK1	O75385	SINGLE PROTEIN	Homo sapiens	101	107
CHEMBL6082	101433	Serine/threonine-protein kinase SIK1	P57059	SINGLE PROTEIN	Homo sapiens	642	1225
CHEMBL6123	101448	Serine/threonine-protein kinase DCLK3	Q9C098	SINGLE PROTEIN	Homo sapiens	97	138
CHEMBL6150	102774	Serine/threonine-protein kinase 32A	Q8WU08	SINGLE PROTEIN	Homo sapiens	77	77
CHEMBL5326	20028	Casein kinase II alpha (prime)	O54833	SINGLE PROTEIN	Mus musculus	1	3
CHEMBL1649049	103845	Tyrosine-protein kinase JAK2	Q62120	SINGLE PROTEIN	Mus musculus	9	10
CHEMBL1169596	103465	Serine/threonine-protein kinase A-Raf	P10398	SINGLE PROTEIN	Homo sapiens	88	88
CHEMBL1163104	103433	Serine/threonine-protein kinase OSR1	O95747	SINGLE PROTEIN	Homo sapiens	253	273
CHEMBL1163127	103456	Mitogen-activated protein kinase kinase kinase 15	Q6ZN16	SINGLE PROTEIN	Homo sapiens	86	92
CHEMBL2111344	105043	Platelet-derived growth factor receptor (PDGFr)	P20786, Q05030	PROTEIN FAMILY	Rattus norvegicus	54	77
CHEMBL2111351	105104	Serine/threonine-protein kinase RAF and Dual specificity mitogen-activated protein kinase kinase 1 (Raf/MEK)	P04049, Q02750	PROTEIN FAMILY	Homo sapiens	156	159
CHEMBL2111356	105109	Mitogen-activated protein kinase 1 and 3 (ERK2 and ERK1)	P21708, P63086	PROTEIN FAMILY	Rattus norvegicus	10	16
CHEMBL2095227	104799	Vascular endothelial growth factor receptor	P17948, P35916, P35968	PROTEIN FAMILY	Homo sapiens	268	281
CHEMBL2034802	104542	Proto-oncogene tyrosine-protein kinase ROS	Q78DX7	SINGLE PROTEIN	Mus musculus	6	6
CHEMBL1907606	104300	Mitogen-activated protein kinase; ERK1/ERK2	P27361, P28482	PROTEIN FAMILY	Homo sapiens	348	429
CHEMBL2111480	105010	Vascular endothelial growth factor receptor 1 and 2 (Flt-1 and KDR)	P17948, P35968	SELECTIVITY GROUP	Homo sapiens	27	27
CHEMBL2111454	104976	Mitogen-activated protein kinase 1 and 3 (ERK2 and ERK1)	P63085, Q63844	PROTEIN FAMILY	Mus musculus	22	28
CHEMBL2111455	104977	CDK6/cyclin D1	P24385, Q00534	PROTEIN COMPLEX	Homo sapiens	63	96
CHEMBL2708	11870	Mitogen-activated protein kinase kinase kinase 11	Q16584	SINGLE PROTEIN	Homo sapiens	256	326
CHEMBL3430890	109647	Voltage-gated potassium channel subunit Kv7.1/Misshapen-like kinase 1	P51787, Q8N4C8	PROTEIN COMPLEX	Homo sapiens	2	2
CHEMBL3301386	108400	CDK6/cyclin D2	P30279, Q00534	PROTEIN COMPLEX	Homo sapiens	2	3
CHEMBL5651	101270	Serine/threonine-protein kinase 35	Q8TDR2	SINGLE PROTEIN	Homo sapiens	85	92
CHEMBL4366	100423	Protein kinase C epsilon	P16054	SINGLE PROTEIN	Mus musculus	28	51
CHEMBL3038469	107895	CDK2/Cyclin A	P20248, P24941	PROTEIN COMPLEX	Homo sapiens	657	685
CHEMBL2176816	105391	Cyclin-dependent kinase 7	Q03147	SINGLE PROTEIN	Mus musculus	1	1
CHEMBL5941	101613	Serine/threonine-protein kinase MST4	Q9P289	SINGLE PROTEIN	Homo sapiens	784	1381
CHEMBL3259478	108319	Tyrosine-protein kinase BTK	P35991	SINGLE PROTEIN	Mus musculus	34	34
CHEMBL3788	30003	Serine/threonine-protein kinase PLK4	O00444	SINGLE PROTEIN	Homo sapiens	1218	1343
CHEMBL3835	30017	Serine/threonine-protein kinase NEK2	P51955	SINGLE PROTEIN	Homo sapiens	1964	2771
CHEMBL3983	30011	Dual specificity protein kinase TTK	P33981	SINGLE PROTEIN	Homo sapiens	1543	2145
CHEMBL5932	101386	LIM domain kinase 2	P53671	SINGLE PROTEIN	Homo sapiens	335	386
CHEMBL3325307	109466	Eukaryotic elongation factor 2 kinase	P70531	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL2417353	107646	Serine/threonine-protein kinase Nek8	Q86SG6	SINGLE PROTEIN	Homo sapiens	12	12
CHEMBL3137267	108123	PKC alpha and beta-2	P05771, P17252	PROTEIN FAMILY	Homo sapiens	2	3
CHEMBL3137284	108140	MER intracellular domain/EGFR extracellular domain chimera	P00533, Q12866	CHIMERIC PROTEIN	Homo sapiens	2	2
CHEMBL2366565	106709	Glycogen synthase kinase-3	B2LUN4, I6LNT8	PROTEIN FAMILY	Sus scrofa	25	25
CHEMBL3711550	113511	Beta-adrenergic receptor kinase 1	P21146	SINGLE PROTEIN	Bos taurus	6	6
CHEMBL3804750	116792	Testis-specific serine/threonine-protein kinase 1	Q61241	SINGLE PROTEIN	Mus musculus	2	3
CHEMBL3885552	117096	Cyclin-dependent kinase 2/G1/S-specific cyclin-D1	P24385, P24941	PROTEIN COMPLEX	Homo sapiens	2	2
CHEMBL3885630	117174	Ras and Rab interactor 1/Tyrosine-protein kinase ABL1	P00519, Q13671	PROTEIN-PROTEIN INTERACTION	Homo sapiens	230	230
CHEMBL3883323	117036	Cyclin-C/Cyclin-dependent kinase 19	P24863, Q9BWU1	PROTEIN COMPLEX	Homo sapiens	60	65
CHEMBL3883328	117041	Casein kinase II alpha'/ beta	P19784, P67870	PROTEIN COMPLEX	Homo sapiens	87	89
CHEMBL2250	11691	Tyrosine-protein kinase BLK	P51451	SINGLE PROTEIN	Homo sapiens	1413	2046
CHEMBL2276	12261	c-Jun N-terminal kinase 1	P45983	SINGLE PROTEIN	Homo sapiens	3182	4273
CHEMBL2349	12735	Phosphorylase kinase gamma subunit 2	P15735	SINGLE PROTEIN	Homo sapiens	1280	1907
CHEMBL2480	10297	Tyrosine-protein kinase LCK	P06240	SINGLE PROTEIN	Mus musculus	161	193
CHEMBL1862	8	Tyrosine-protein kinase ABL	P00519	SINGLE PROTEIN	Homo sapiens	4461	12817
CHEMBL1868	10979	Vascular endothelial growth factor receptor 1	P17948	SINGLE PROTEIN	Homo sapiens	3781	5681
CHEMBL2073	18033	Tyrosine-protein kinase YES	P07947	SINGLE PROTEIN	Homo sapiens	1482	2205
CHEMBL2109	10478	Dual specificity mitogen-activated protein kinase kinase 3	P46734	SINGLE PROTEIN	Homo sapiens	145	184
CHEMBL2148	10849	Tyrosine-protein kinase JAK3	P52333	SINGLE PROTEIN	Homo sapiens	4942	7121
CHEMBL2777	12037	myosin light chain kinase 2	Q9H1R3	SINGLE PROTEIN	Homo sapiens	150	221
CHEMBL2803	12214	Tyrosine-protein kinase ZAP-70	P43403	SINGLE PROTEIN	Homo sapiens	1228	1899
CHEMBL2918	10207	cAMP-dependent protein kinase beta-1 catalytic subunit	P22694	SINGLE PROTEIN	Homo sapiens	121	161
CHEMBL2971	10938	Tyrosine-protein kinase JAK2	O60674	SINGLE PROTEIN	Homo sapiens	7916	11724
CHEMBL3024	10907	Serine/threonine-protein kinase PLK1	P53350	SINGLE PROTEIN	Homo sapiens	26127	27212
CHEMBL3848	12475	Receptor protein-tyrosine kinase erbB-2	P06494	SINGLE PROTEIN	Rattus norvegicus	13	14
CHEMBL3385	11639	MAP kinase ERK1	P27361	SINGLE PROTEIN	Homo sapiens	2250	3939
CHEMBL3629	10044	Casein kinase II alpha	P68400	SINGLE PROTEIN	Homo sapiens	2014	3139
CHEMBL3633	10877	Protein kinase C delta	P09215	SINGLE PROTEIN	Rattus norvegicus	1	1
CHEMBL3961	10120	MAP kinase p38 beta	Q15759	SINGLE PROTEIN	Homo sapiens	1195	2007
CHEMBL4141	12685	Pyruvate dehydrogenase kinase isoform 4	Q16654	SINGLE PROTEIN	Homo sapiens	5	5
CHEMBL4142	10264	Fibroblast growth factor receptor 2	P21802	SINGLE PROTEIN	Homo sapiens	1745	2626
CHEMBL4203	30036	Dual specificity protein kinase CLK4	Q9HAZ1	SINGLE PROTEIN	Homo sapiens	2257	3484
CHEMBL4204	30037	MAP kinase signal-integrating kinase 2	Q9HBH9	SINGLE PROTEIN	Homo sapiens	1980	2852
CHEMBL4273	11019	cGMP-dependent protein kinase 1 beta	Q13976	SINGLE PROTEIN	Homo sapiens	1209	2159
CHEMBL4484	100018	Casein kinase I delta	Q06486	SINGLE PROTEIN	Rattus norvegicus	28	57
CHEMBL4522	30042	BMP-2-inducible protein kinase	Q9NSY1	SINGLE PROTEIN	Homo sapiens	143	203
CHEMBL4523	30043	Serine/threonine-protein kinase PIM2	Q9P1W9	SINGLE PROTEIN	Homo sapiens	4057	5752
CHEMBL4825	12077	MAP kinase p38 alpha	P70618	SINGLE PROTEIN	Rattus norvegicus	69	69
CHEMBL5014	20025	Serine/threonine-protein kinase RIPK2	O43353	SINGLE PROTEIN	Homo sapiens	398	695
CHEMBL5247	100104	Serine/threonine-protein kinase ILK-1	Q13418	SINGLE PROTEIN	Homo sapiens	343	504
CHEMBL5250	100083	Tyrosine-protein kinase JAK3	Q62137	SINGLE PROTEIN	Mus musculus	13	17
CHEMBL5256	30029	CaM-kinase kinase alpha	Q8N5S9	SINGLE PROTEIN	Homo sapiens	193	273
CHEMBL5275	100907	Bone morphogenetic protein receptor type-1A	P36894	SINGLE PROTEIN	Homo sapiens	146	187
